Area-0-Accuracy-Mean,Area-0-Accuracy-Std,Area-1-Accuracy-Mean,Area-1-Accuracy-Std,Area-2-Accuracy-Mean,Area-2-Accuracy-Std,Area-3-Accuracy-Mean,Area-3-Accuracy-Std
0.1075603318250377,0.1865023846841901,0.1131756756756756,0.1985402687244663,0.0883362820220146,0.1567825028705891,0.1368098241381816,0.2401334093862096
0.1389517345399698,0.2409457266897537,0.1488095238095238,0.258612763161527,0.1292549205466943,0.2252424645735541,0.1559264490087045,0.2712687455939445
0.1447963800904977,0.251271028531738,0.15757722007722,0.2735002528570776,0.1540967955653045,0.2679078219403341,0.1645858036217267,0.2866257627023645
0.1636500754147813,0.2835350066373687,0.1640122265122265,0.284329348005898,0.1654291892884438,0.2873692838854801,0.1716498346326482,0.2981905589118793
0.1655354449472096,0.2869591887488658,0.1647361647361647,0.2856559443954047,0.171703320562575,0.2980098548800839,0.1746647222373657,0.3031308751444975
0.1665723981900452,0.2888691157164055,0.1648166023166023,0.2856706101142703,0.1727475616453765,0.2995620026671225,0.1756064132093986,0.3046624707396551
0.1743966817496229,0.3021695695466956,0.1686776061776062,0.2924165163715511,0.1755613261075986,0.3044204669570657,0.1791853499972741,0.3108183900701053
0.1718514328808446,0.2980861500351613,0.1694015444015444,0.2934267236777482,0.1786952900384777,0.3099407327400871,0.1818208921659488,0.315566400864092
0.1712858220211161,0.2970461625891654,0.1681145431145431,0.2912350101512726,0.1766058773610187,0.3064422694832075,0.1777724586127314,0.308417066815612
0.1792043740573152,0.3106728454523216,0.1726994851994852,0.2991794354675293,0.1839222853040333,0.3188520770023778,0.1848340761234985,0.320831261869932
0.1792986425339366,0.3108877173458849,0.1717342342342342,0.2975447640261348,0.1821530720952315,0.3157489750645926,0.1838929530338549,0.3190120530357087
0.1744909502262443,0.3024201931923564,0.1731821106821107,0.2999865723000877,0.1816708601734308,0.3148134850454334,0.1830448206854567,0.3175943930088951
0.1846719457013574,0.3201785892618736,0.1755148005148005,0.3040340929622059,0.185852166893298,0.3222078809684902,0.1868124363971723,0.324013809155187
0.1815610859728507,0.3147895878630468,0.1745495495495495,0.3023699470050101,0.1849668365574535,0.3204571794914985,0.1853055604772029,0.3214369609031303
0.1809012066365007,0.313782349216289,0.1743082368082368,0.301927652228902,0.1828759764171075,0.3169755364591143,0.1837986845572334,0.318823321506641
0.1839177978883861,0.3188411149835743,0.1772039897039897,0.3070296333979012,0.1893087082675771,0.3279832931315735,0.1892608613185774,0.3283499559054937
0.1848604826546003,0.3203934516204809,0.1757561132561132,0.3044744115940623,0.1884231711513202,0.3265782526248212,0.1868137141325483,0.3238330544006634
0.1809954751131222,0.3136556875008587,0.1760778635778636,0.3050899660854508,0.1881025581218383,0.325831839086354,0.1871886584800741,0.3247675904687607
0.18684012066365,0.3239189411617408,0.1796171171171171,0.3112049111902883,0.189468963087215,0.3282750389047856,0.1905797681676934,0.3304360723947567
